date,mins,tasklabel,tasktype,week_idx,month_idx,year_idx,year
2024-02-27,34,AFHEA accreditation,Teaching,130,30,3,2024
2024-02-27,49,Reading groups,Community,130,30,3,2024
2024-02-27,60,Tutoring + related duties,Teaching,130,30,3,2024
2024-02-27,60,Tutoring + related duties,Teaching,130,30,3,2024
2024-02-27,30,Tutoring + related duties,Teaching,130,30,3,2024
2024-02-27,85,Rule generalisation,Research,130,30,3,2024
2024-02-28,76,Rule structure generalisation,Research,130,30,3,2024
2024-02-28,23,Rule structure generalisation,Research,130,30,3,2024
2024-02-28,5,Rule structure generalisation,Research,130,30,3,2024
2024-02-28,25,Word segmentation,Research,130,30,3,2024
2024-02-28,60,Tutoring + related duties,Teaching,130,30,3,2024
2024-02-29,44,Rule structure generalisation,Research,130,30,3,2024
2024-02-29,90,Supervision,Research,130,30,3,2024
2024-02-29,11,Tutoring + related duties,Teaching,130,30,3,2024
2024-02-29,78,Rule generalisation,Research,130,30,3,2024
2024-03-01,123,Rule structure generalisation,Research,130,31,3,2024
2024-03-01,173,AFHEA accreditation,Teaching,130,31,3,2024
2024-03-01,49,AFHEA accreditation,Teaching,130,31,3,2024
2024-03-04,184,Rule structure generalisation,Research,131,31,3,2024
2024-03-04,10,CLE admin,Admin,131,31,3,2024
2024-03-04,30,Reading,Research,131,31,3,2024
2024-03-04,40,Tutoring + related duties,Teaching,131,31,3,2024
2024-03-04,32,Tutoring + related duties,Teaching,131,31,3,2024
2024-03-05,90,CLE talks,Community,131,31,3,2024
2024-03-05,38,Reading groups,Community,131,31,3,2024
2024-03-05,30,Simulating H0s,Research,131,31,3,2024
2024-03-05,60,Tutoring + related duties,Teaching,131,31,3,2024
2024-03-05,30,Tutoring + related duties,Teaching,131,31,3,2024
2024-03-05,30,Tutoring + related duties,Teaching,131,31,3,2024
2024-03-05,63,Tutoring + related duties,Teaching,131,31,3,2024
2024-03-05,17,Rule generalisation,Research,131,31,3,2024
2024-03-05,51,Rule generalisation,Research,131,31,3,2024
2024-03-06,90,Reading groups,Community,131,31,3,2024
2024-03-06,20,Simulating H0s,Research,131,31,3,2024
2024-03-06,180,AFHEA accreditation,Teaching,131,31,3,2024
2024-03-07,106,Rule structure generalisation,Research,131,31,3,2024
2024-03-07,54,Rule structure generalisation,Research,131,31,3,2024
2024-03-07,19,Rule structure generalisation,Research,131,31,3,2024
2024-03-07,160,Rule structure generalisation,Research,131,31,3,2024
2024-03-07,9,Word segmentation,Research,131,31,3,2024
2024-03-07,65,Supervision,Research,131,31,3,2024
2024-03-08,12,Rule learning,Research,131,31,3,2024
2024-03-11,91,Rule structure generalisation,Research,132,31,3,2024
2024-03-11,133,Rule structure generalisation,Research,132,31,3,2024
2024-03-11,15,CLE admin,Admin,132,31,3,2024
2024-03-11,54,Tutoring + related duties,Teaching,132,31,3,2024
2024-03-11,31,Tutoring + related duties,Teaching,132,31,3,2024
2024-03-12,23,Rule structure generalisation,Research,132,31,3,2024
2024-03-12,85,Rule structure generalisation,Research,132,31,3,2024
2024-03-12,10,AFHEA accreditation,Teaching,132,31,3,2024
2024-03-12,59,Reading groups,Community,132,31,3,2024
2024-03-12,74,Reading groups,Community,132,31,3,2024
2024-03-12,60,Tutoring + related duties,Teaching,132,31,3,2024
2024-03-12,60,Tutoring + related duties,Teaching,132,31,3,2024
2024-03-12,30,Tutoring + related duties,Teaching,132,31,3,2024
2024-03-13,127,Rule structure generalisation,Research,132,31,3,2024
2024-03-13,60,Tutoring + related duties,Teaching,132,31,3,2024
2024-03-13,83,Rule generalisation,Research,132,31,3,2024
2024-03-13,122,Rule generalisation,Research,132,31,3,2024
2024-03-14,90,Supervision,Research,132,31,3,2024
2024-03-14,97,Rule generalisation,Research,132,31,3,2024
2024-03-15,208,Rule generalisation,Research,132,31,3,2024
2024-03-15,47,Rule generalisation,Research,132,31,3,2024
2024-03-18,12,CLE admin,Admin,133,31,3,2024
2024-03-18,59,Talks/conferences,Community,133,31,3,2024
2024-03-18,59,Tutoring + related duties,Teaching,133,31,3,2024
2024-03-18,242,Rule generalisation,Research,133,31,3,2024
2024-03-19,35,Rule learning,Research,133,31,3,2024
2024-03-19,50,Reading groups,Community,133,31,3,2024
2024-03-19,60,Tutoring + related duties,Teaching,133,31,3,2024
2024-03-19,120,Tutoring + related duties,Teaching,133,31,3,2024
2024-03-19,30,Tutoring + related duties,Teaching,133,31,3,2024
2024-03-20,50,Rule structure generalisation,Research,133,31,3,2024
2024-03-20,71,Rule structure generalisation,Research,133,31,3,2024
2024-03-20,65,Reading groups,Community,133,31,3,2024
2024-03-20,60,Tutoring + related duties,Teaching,133,31,3,2024
2024-03-21,176,Rule structure generalisation,Research,133,31,3,2024
2024-03-21,148,Rule structure generalisation,Research,133,31,3,2024
2024-03-21,75,Supervision,Research,133,31,3,2024
2024-03-22,250,Rule generalisation,Research,133,31,3,2024
2024-03-22,5,Rule generalisation,Research,133,31,3,2024
2024-03-22,118,Rule generalisation,Research,133,31,3,2024
2024-03-23,23,AFHEA accreditation,Teaching,133,31,3,2024
2024-03-23,48,Rule generalisation,Research,133,31,3,2024
2024-03-23,59,Rule generalisation,Research,133,31,3,2024
2024-03-23,45,Rule generalisation,Research,133,31,3,2024
2024-03-23,68,Rule generalisation,Research,133,31,3,2024
2024-03-23,189,Rule generalisation,Research,133,31,3,2024
2024-03-25,14,CLE admin,Admin,134,31,3,2024
2024-03-25,170,Rule generalisation,Research,134,31,3,2024
2024-03-25,40,Rule generalisation,Research,134,31,3,2024
2024-03-26,90,CLE talks,Community,134,31,3,2024
2024-03-26,60,AFHEA accreditation,Teaching,134,31,3,2024
2024-03-26,55,AFHEA accreditation,Teaching,134,31,3,2024
2024-03-26,60,Tutoring + related duties,Teaching,134,31,3,2024
2024-03-27,92,Rule learning,Research,134,31,3,2024
2024-03-27,40,Rule learning,Research,134,31,3,2024
2024-03-27,15,Rule learning,Research,134,31,3,2024
2024-03-27,47,AFHEA accreditation,Teaching,134,31,3,2024
2024-03-28,22,Rule structure generalisation,Research,134,31,3,2024
2024-03-28,90,Supervision,Research,134,31,3,2024
2024-03-28,90,Talks/conferences,Community,134,31,3,2024
2024-04-01,29,Rule learning,Research,135,32,3,2024
2024-04-01,115,AFHEA accreditation,Teaching,135,32,3,2024
2024-04-01,176,AFHEA accreditation,Teaching,135,32,3,2024
2024-04-01,13,Rule generalisation,Research,135,32,3,2024
2024-04-02,44,Rule structure generalisation,Research,135,32,3,2024
2024-04-02,43,Reading groups,Community,135,32,3,2024
2024-04-02,5,Reading groups,Community,135,32,3,2024
2024-04-02,30,Tutoring + related duties,Teaching,135,32,3,2024
2024-04-02,30,Tutoring + related duties,Teaching,135,32,3,2024
2024-04-03,114,Rule learning,Research,135,32,3,2024
2024-04-03,30,Rule learning,Research,135,32,3,2024
2024-04-03,75,Reading groups,Community,135,32,3,2024
2024-04-03,180,AFHEA accreditation,Teaching,135,32,3,2024
2024-04-04,60,Rule learning,Research,135,32,3,2024
2024-04-04,60,Rule learning,Research,135,32,3,2024
2024-04-04,36,Rule structure generalisation,Research,135,32,3,2024
2024-04-04,80,Talks/conferences,Community,135,32,3,2024
2024-04-04,45,Reading,Research,135,32,3,2024
2024-04-04,90,Supervision,Research,135,32,3,2024
2024-04-04,36,Rule generalisation,Research,135,32,3,2024
2024-04-05,239,Rule structure generalisation,Research,135,32,3,2024
2024-04-05,87,Rule structure generalisation,Research,135,32,3,2024
2024-04-05,46,Rule structure generalisation,Research,135,32,3,2024
2024-04-05,10,Rule structure generalisation,Research,135,32,3,2024
2024-04-05,11,AFHEA accreditation,Teaching,135,32,3,2024
2024-04-05,60,Tutoring + related duties,Teaching,135,32,3,2024
2024-04-08,91,Rule structure generalisation,Research,136,32,3,2024
2024-04-08,176,Tutoring + related duties,Teaching,136,32,3,2024
2024-04-08,110,Tutoring + related duties,Teaching,136,32,3,2024
2024-04-09,100,Rule structure generalisation,Research,136,32,3,2024
2024-04-09,135,Rule structure generalisation,Research,136,32,3,2024
2024-04-09,25,Rule structure generalisation,Research,136,32,3,2024
2024-04-09,60,Reading groups,Community,136,32,3,2024
2024-04-09,60,Reading groups,Community,136,32,3,2024
2024-04-10,30,Tutoring + related duties,Teaching,136,32,3,2024
2024-04-10,151,AFHEA accreditation,Teaching,136,32,3,2024
2024-04-10,50,AFHEA accreditation,Teaching,136,32,3,2024
2024-04-10,85,AFHEA accreditation,Teaching,136,32,3,2024
2024-04-11,96,Rule learning,Research,136,32,3,2024
2024-04-11,7,Tutoring + related duties,Teaching,136,32,3,2024
2024-04-11,60,AFHEA accreditation,Teaching,136,32,3,2024
2024-04-11,58,AFHEA accreditation,Teaching,136,32,3,2024
2024-04-11,11,Tutoring + related duties,Teaching,136,32,3,2024
2024-04-15,256,Rule learning,Research,137,32,3,2024
2024-04-15,151,Rule learning,Research,137,32,3,2024
2024-04-15,8,CLE admin,Admin,137,32,3,2024
2024-04-15,14,AFHEA accreditation,Teaching,137,32,3,2024
2024-04-16,90,CLE talks,Community,137,32,3,2024
2024-04-16,112,Reading groups,Community,137,32,3,2024
2024-04-16,60,Stimuli commissions,Community,137,32,3,2024
2024-04-17,18,Rule learning,Research,137,32,3,2024
2024-04-17,32,Rule learning,Research,137,32,3,2024
2024-04-17,57,Rule learning,Research,137,32,3,2024
2024-04-17,91,Rule learning,Research,137,32,3,2024
2024-04-17,9,Tutoring + related duties,Teaching,137,32,3,2024
2024-04-17,20,Reading groups,Community,137,32,3,2024
2024-04-17,90,Reading groups,Community,137,32,3,2024
2024-04-18,35,Rule structure generalisation,Research,137,32,3,2024
2024-04-18,55,Rule structure generalisation,Research,137,32,3,2024
2024-04-18,90,Supervision,Research,137,32,3,2024
2024-04-18,15,Tutoring + related duties,Teaching,137,32,3,2024
2024-04-19,60,Rule structure generalisation,Research,137,32,3,2024
2024-04-19,84,Stimuli commissions,Community,137,32,3,2024
2024-04-19,150,Stimuli commissions,Community,137,32,3,2024
2024-04-19,227,Stimuli commissions,Community,137,32,3,2024
2024-04-22,173,Rule structure generalisation,Research,138,32,3,2024
2024-04-22,15,CLE admin,Admin,138,32,3,2024
2024-04-22,55,AFHEA accreditation,Teaching,138,32,3,2024
2024-04-22,53,Stimuli commissions,Community,138,32,3,2024
2024-04-22,16,Rule generalisation,Research,138,32,3,2024
2024-04-22,49,Rule generalisation,Research,138,32,3,2024
2024-04-23,14,Rule learning,Research,138,32,3,2024
2024-04-23,55,Rule learning,Research,138,32,3,2024
2024-04-23,20,Rule learning,Research,138,32,3,2024
2024-04-23,90,CLE talks,Community,138,32,3,2024
2024-04-23,43,AFHEA accreditation,Teaching,138,32,3,2024
2024-04-23,60,AFHEA accreditation,Teaching,138,32,3,2024
2024-04-24,165,Rule learning,Research,138,32,3,2024
2024-04-24,147,Rule learning,Research,138,32,3,2024
2024-04-25,85,Rule learning,Research,138,32,3,2024
2024-04-25,27,Rule structure generalisation,Research,138,32,3,2024
2024-04-25,9,AFHEA accreditation,Teaching,138,32,3,2024
2024-04-25,90,Supervision,Research,138,32,3,2024
2024-04-26,5,Rule learning,Research,138,32,3,2024
2024-04-26,20,Rule learning,Research,138,32,3,2024
2024-04-26,29,Rule learning,Research,138,32,3,2024
2024-04-26,27,Rule learning,Research,138,32,3,2024
2024-04-26,71,Stimuli commissions,Community,138,32,3,2024
2024-04-26,5,Stimuli commissions,Community,138,32,3,2024
2024-04-26,52,Stimuli commissions,Community,138,32,3,2024
2024-04-26,176,Stimuli commissions,Community,138,32,3,2024
2024-04-29,20,Rule structure generalisation,Research,139,32,3,2024
2024-04-29,20,CLE admin,Admin,139,32,3,2024
2024-04-29,85,Simulating H0s,Research,139,32,3,2024
2024-04-29,81,AFHEA accreditation,Teaching,139,32,3,2024
2024-04-29,76,AFHEA accreditation,Teaching,139,32,3,2024
2024-04-29,30,Tutoring + related duties,Teaching,139,32,3,2024
2024-04-29,104,Stimuli commissions,Community,139,32,3,2024
2024-04-30,6,Tutoring + related duties,Teaching,139,32,3,2024
2024-04-30,209,Rule generalisation,Research,139,32,3,2024
2024-05-01,20,Tutoring + related duties,Teaching,139,33,3,2024
2024-05-01,167,Rule generalisation,Research,139,33,3,2024
2024-05-02,92,Rule learning,Research,139,33,3,2024
2024-05-02,11,AFHEA accreditation,Teaching,139,33,3,2024
2024-05-02,30,Tutoring + related duties,Teaching,139,33,3,2024
2024-05-02,78,Tutoring + related duties,Teaching,139,33,3,2024
2024-05-02,30,Tutoring + related duties,Teaching,139,33,3,2024
2024-05-02,15,Stimuli commissions,Community,139,33,3,2024
2024-05-03,175,Rule learning,Research,139,33,3,2024
2024-05-03,74,Rule learning,Research,139,33,3,2024
2024-05-03,73,Tutoring + related duties,Teaching,139,33,3,2024
2024-05-06,113,AFHEA accreditation,Teaching,140,33,3,2024
2024-05-06,8,AFHEA accreditation,Teaching,140,33,3,2024
2024-05-06,51,AFHEA accreditation,Teaching,140,33,3,2024
2024-05-06,93,Reading groups,Community,140,33,3,2024
2024-05-06,16,Tutoring + related duties,Teaching,140,33,3,2024
2024-05-06,91,Tutoring + related duties,Teaching,140,33,3,2024
2024-05-07,60,Reading groups,Community,140,33,3,2024
2024-05-07,60,Tutoring + related duties,Teaching,140,33,3,2024
2024-05-07,6,Stimuli commissions,Community,140,33,3,2024
2024-05-07,45,Stimuli commissions,Community,140,33,3,2024
2024-05-07,30,Rule generalisation,Research,140,33,3,2024
2024-05-07,70,Rule generalisation,Research,140,33,3,2024
2024-05-08,29,Rule generalisation,Research,140,33,3,2024
2024-05-09,128,Rule generalisation,Research,140,33,3,2024
2024-05-09,93,Rule generalisation,Research,140,33,3,2024
2024-05-10,95,Rule learning,Research,140,33,3,2024
2024-05-13,7,CLE admin,Admin,141,33,3,2024
2024-05-14,90,CLE talks,Community,141,33,3,2024
2024-05-16,39,Reviewing,Community,141,33,3,2024
2024-05-16,59,Rule generalisation,Research,141,33,3,2024
2024-05-27,22,CLE admin,Admin,143,33,3,2024
2024-05-27,102,Talks/conferences,Community,143,33,3,2024
2024-05-27,83,Reading groups,Community,143,33,3,2024
2024-05-27,28,Reading groups,Community,143,33,3,2024
2024-05-27,66,Reviewing,Community,143,33,3,2024
2024-05-28,140,Rule learning,Research,143,33,3,2024
2024-05-28,90,CLE talks,Community,143,33,3,2024
2024-05-28,40,Talks/conferences,Community,143,33,3,2024
2024-05-28,60,Reading groups,Community,143,33,3,2024
2024-05-28,35,Reviewing,Community,143,33,3,2024
2024-05-28,26,Rule generalisation,Research,143,33,3,2024
2024-05-29,124,Rule learning,Research,143,33,3,2024
2024-05-29,101,Reading groups,Community,143,33,3,2024
2024-05-29,41,Reviewing,Community,143,33,3,2024
2024-05-29,115,Reviewing,Community,143,33,3,2024
2024-05-29,60,Talks/conferences,Community,143,33,3,2024
2024-05-30,69,Tutoring + related duties,Teaching,143,33,3,2024
2024-05-30,55,Tutoring + related duties,Teaching,143,33,3,2024
2024-05-30,16,Tutoring + related duties,Teaching,143,33,3,2024
2024-05-30,44,Talks/conferences,Community,143,33,3,2024
2024-05-30,72,Reviewing,Community,143,33,3,2024
2024-05-30,18,Reviewing,Community,143,33,3,2024
2024-05-30,60,Reviewing,Community,143,33,3,2024
2024-05-30,40,Supervision,Research,143,33,3,2024
2024-05-31,105,Reviewing,Community,143,33,3,2024
2024-05-31,142,Rule generalisation,Research,143,33,3,2024
2024-06-03,144,Rule generalisation,Research,144,34,3,2024
2024-06-03,344,Rule generalisation,Research,144,34,3,2024
2024-06-04,390,Talks/conferences,Community,144,34,3,2024
2024-06-04,85,Rule generalisation,Research,144,34,3,2024
2024-06-05,60,Talks/conferences,Community,144,34,3,2024
2024-06-05,150,Talks/conferences,Community,144,34,3,2024
2024-06-05,40,Rule generalisation,Research,144,34,3,2024
2024-06-05,75,Rule generalisation,Research,144,34,3,2024
2024-06-06,80,Rule structure generalisation,Research,144,34,3,2024
2024-06-06,9,CLE admin,Admin,144,34,3,2024
2024-06-06,35,Talks/conferences,Community,144,34,3,2024
2024-06-06,90,Supervision,Research,144,34,3,2024
2024-06-06,39,Rule generalisation,Research,144,34,3,2024
2024-06-06,20,Rule generalisation,Research,144,34,3,2024
2024-06-06,56,Rule generalisation,Research,144,34,3,2024
2024-06-06,14,Rule generalisation,Research,144,34,3,2024
2024-06-07,14,Rule structure generalisation,Research,144,34,3,2024
2024-06-07,48,Rule structure generalisation,Research,144,34,3,2024
2024-06-07,118,Tutoring + related duties,Teaching,144,34,3,2024
2024-06-07,60,Reading groups,Community,144,34,3,2024
2024-06-10,100,Tutoring + related duties,Teaching,145,34,3,2024
2024-06-10,90,Tutoring + related duties,Teaching,145,34,3,2024
2024-06-10,90,Tutoring + related duties,Teaching,145,34,3,2024
2024-06-10,18,CLE admin,Admin,145,34,3,2024
2024-06-11,24,Rule structure generalisation,Research,145,34,3,2024
2024-06-11,20,Rule structure generalisation,Research,145,34,3,2024
2024-06-11,135,Rule structure generalisation,Research,145,34,3,2024
2024-06-11,90,CLE talks,Community,145,34,3,2024
2024-06-11,60,Reading groups,Community,145,34,3,2024
2024-06-11,13,Reading groups,Community,145,34,3,2024
2024-06-11,30,Tutoring + related duties,Teaching,145,34,3,2024
2024-06-12,45,Rule structure generalisation,Research,145,34,3,2024
2024-06-12,10,Rule structure generalisation,Research,145,34,3,2024
2024-06-12,128,Tutoring + related duties,Teaching,145,34,3,2024
2024-06-12,60,Reading groups,Community,145,34,3,2024
2024-06-12,199,Rule generalisation,Research,145,34,3,2024
2024-06-13,48,Rule structure generalisation,Research,145,34,3,2024
2024-06-13,90,Tutoring + related duties,Teaching,145,34,3,2024
2024-06-13,90,Tutoring + related duties,Teaching,145,34,3,2024
2024-06-13,70,Tutoring + related duties,Teaching,145,34,3,2024
2024-06-14,39,Rule structure generalisation,Research,145,34,3,2024
2024-06-14,90,Tutoring + related duties,Teaching,145,34,3,2024
2024-06-14,70,Tutoring + related duties,Teaching,145,34,3,2024
2024-06-14,90,Tutoring + related duties,Teaching,145,34,3,2024
2024-06-17,26,Rule structure generalisation,Research,146,34,3,2024
2024-06-17,85,Rule structure generalisation,Research,146,34,3,2024
2024-06-17,25,Rule structure generalisation,Research,146,34,3,2024
2024-06-17,20,Rule structure generalisation,Research,146,34,3,2024
2024-06-17,108,Rule structure generalisation,Research,146,34,3,2024
2024-06-17,45,Rule structure generalisation,Research,146,34,3,2024
2024-06-17,40,Rule generalisation,Research,146,34,3,2024
2024-06-17,112,Rule generalisation,Research,146,34,3,2024
2024-06-18,11,Rule structure generalisation,Research,146,34,3,2024
2024-06-18,30,Rule structure generalisation,Research,146,34,3,2024
2024-06-18,120,Tutoring + related duties,Teaching,146,34,3,2024
2024-06-18,75,Rule generalisation,Research,146,34,3,2024
2024-06-19,67,Rule structure generalisation,Research,146,34,3,2024
2024-06-19,139,Rule structure generalisation,Research,146,34,3,2024
2024-06-19,15,Talks/conferences,Community,146,34,3,2024
2024-06-20,110,Rule structure generalisation,Research,146,34,3,2024
2024-06-20,174,Rule structure generalisation,Research,146,34,3,2024
2024-06-20,70,Supervision,Research,146,34,3,2024
2024-06-20,32,Rule generalisation,Research,146,34,3,2024
2024-06-21,119,Rule learning,Research,146,34,3,2024
2024-06-21,28,Rule learning,Research,146,34,3,2024
2024-06-21,19,Rule learning,Research,146,34,3,2024
2024-06-21,65,Rule learning,Research,146,34,3,2024
2024-06-24,60,Rule learning,Research,147,34,3,2024
2024-06-24,58,Rule learning,Research,147,34,3,2024
2024-06-24,213,Rule learning,Research,147,34,3,2024
2024-06-24,88,Rule learning,Research,147,34,3,2024
2024-06-24,74,Rule learning,Research,147,34,3,2024
2024-06-25,120,Rule learning,Research,147,34,3,2024
2024-06-25,60,Tutoring + related duties,Teaching,147,34,3,2024
2024-06-25,60,Reading groups,Community,147,34,3,2024
2024-06-25,135,Reading groups,Community,147,34,3,2024
2024-06-26,43,Rule structure generalisation,Research,147,34,3,2024
2024-06-26,60,Reading groups,Community,147,34,3,2024
2024-06-26,55,Rule generalisation,Research,147,34,3,2024
2024-06-26,280,Rule generalisation,Research,147,34,3,2024
2024-06-27,8,Supervision,Research,147,34,3,2024
2024-06-27,60,Supervision,Research,147,34,3,2024
2024-06-27,149,Rule generalisation,Research,147,34,3,2024
2024-06-27,85,Rule generalisation,Research,147,34,3,2024
2024-06-28,38,Rule learning,Research,147,34,3,2024
2024-07-01,10,Rule learning,Research,148,35,3,2024
2024-07-01,226,Rule structure generalisation,Research,148,35,3,2024
2024-07-01,266,Rule structure generalisation,Research,148,35,3,2024
2024-07-02,19,Rule learning,Research,148,35,3,2024
2024-07-02,17,Rule learning,Research,148,35,3,2024
2024-07-02,301,Rule structure generalisation,Research,148,35,3,2024
2024-07-02,10,Rule structure generalisation,Research,148,35,3,2024
2024-07-02,19,Simulating H0s,Research,148,35,3,2024
2024-07-02,58,Simulating H0s,Research,148,35,3,2024
2024-07-03,168,Rule structure generalisation,Research,148,35,3,2024
2024-07-03,57,Rule structure generalisation,Research,148,35,3,2024
2024-07-03,90,Reading groups,Community,148,35,3,2024
2024-07-03,15,Simulating H0s,Research,148,35,3,2024
2024-07-04,161,Simulating H0s,Research,148,35,3,2024
2024-07-04,90,Supervision,Research,148,35,3,2024
2024-07-04,166,Rule generalisation,Research,148,35,3,2024
2024-07-05,86,Rule generalisation,Research,148,35,3,2024
2024-07-08,44,Reading groups,Community,149,35,3,2024
2024-07-08,63,Rule generalisation,Research,149,35,3,2024
2024-07-09,28,Annual review,Research,149,35,3,2024
2024-07-09,87,Reviewing,Community,149,35,3,2024
2024-07-09,80,Reviewing,Community,149,35,3,2024
2024-07-10,60,Reading groups,Community,149,35,3,2024
2024-07-10,73,Reviewing,Community,149,35,3,2024
2024-07-10,80,Reviewing,Community,149,35,3,2024
2024-07-10,26,Reviewing,Community,149,35,3,2024
2024-07-11,60,Tutoring + related duties,Teaching,149,35,3,2024
2024-07-11,70,Supervision,Research,149,35,3,2024
2024-07-11,30,Tutoring + related duties,Teaching,149,35,3,2024
2024-07-11,74,Rule generalisation,Research,149,35,3,2024
2024-07-12,204,Simulating H0s,Research,149,35,3,2024
2024-07-12,143,Rule generalisation,Research,149,35,3,2024
2024-07-15,35,Reading groups,Community,150,35,3,2024
2024-07-15,47,Reading groups,Community,150,35,3,2024
2024-07-15,101,Reading groups,Community,150,35,3,2024
2024-07-15,23,Rule generalisation,Research,150,35,3,2024
2024-07-16,59,Rule structure generalisation,Research,150,35,3,2024
2024-07-16,60,Reading groups,Community,150,35,3,2024
2024-07-16,60,Rule generalisation,Research,150,35,3,2024
2024-07-16,65,Rule generalisation,Research,150,35,3,2024
2024-07-16,73,Rule generalisation,Research,150,35,3,2024
2024-07-17,120,Tutoring + related duties,Teaching,150,35,3,2024
2024-07-18,178,Rule generalisation,Research,150,35,3,2024
2024-07-22,167,Rule generalisation,Research,151,35,3,2024
2024-07-22,70,Rule generalisation,Research,151,35,3,2024
2024-07-23,55,Rule generalisation,Research,151,35,3,2024
2024-07-23,267,Rule generalisation,Research,151,35,3,2024
2024-08-07,20,Rule structure generalisation,Research,153,36,3,2024
2024-08-07,65,Rule structure generalisation,Research,153,36,3,2024
2024-08-07,72,Rule structure generalisation,Research,153,36,3,2024
2024-08-07,16,CLE admin,Admin,153,36,3,2024
2024-08-07,197,Rule generalisation,Research,153,36,3,2024
2024-08-08,44,Rule structure generalisation,Research,153,36,3,2024
2024-08-08,45,Rule structure generalisation,Research,153,36,3,2024
2024-08-08,10,Rule structure generalisation,Research,153,36,3,2024
2024-08-08,90,Supervision,Research,153,36,3,2024
2024-08-08,30,Talks/conferences,Community,153,36,3,2024
2024-08-08,30,Tutoring + related duties,Teaching,153,36,3,2024
2024-08-09,27,Rule structure generalisation,Research,153,36,3,2024
2024-08-09,97,Rule structure generalisation,Research,153,36,3,2024
2024-08-12,74,Rule structure generalisation,Research,154,36,3,2024
2024-08-12,111,Rule structure generalisation,Research,154,36,3,2024
2024-08-12,155,Rule structure generalisation,Research,154,36,3,2024
2024-08-13,81,Rule structure generalisation,Research,154,36,3,2024
2024-08-13,55,Rule structure generalisation,Research,154,36,3,2024
2024-08-13,70,Rule structure generalisation,Research,154,36,3,2024
2024-08-13,90,Rule structure generalisation,Research,154,36,3,2024
2024-08-13,63,Reading,Research,154,36,3,2024
2024-08-13,50,Reading,Research,154,36,3,2024
2024-08-14,125,Rule structure generalisation,Research,154,36,3,2024
2024-08-14,70,Rule structure generalisation,Research,154,36,3,2024
2024-08-14,34,Reading groups,Community,154,36,3,2024
2024-08-14,80,Reading groups,Community,154,36,3,2024
2024-08-15,54,Rule structure generalisation,Research,154,36,3,2024
2024-08-15,45,Supervision,Research,154,36,3,2024
2024-08-15,180,Talks/conferences,Community,154,36,3,2024
2024-08-15,22,Rule generalisation,Research,154,36,3,2024
2024-08-16,148,Rule structure generalisation,Research,154,36,3,2024
2024-08-16,214,Rule structure generalisation,Research,154,36,3,2024
2024-08-16,35,Supervision,Research,154,36,3,2024
2024-08-22,57,Rule structure generalisation,Research,155,36,3,2024
2024-08-22,8,Rule structure generalisation,Research,155,36,3,2024
2024-08-22,75,Supervision,Research,155,36,3,2024
2024-08-22,60,Tutoring + related duties,Teaching,155,36,3,2024
2024-08-22,83,Rule generalisation,Research,155,36,3,2024
2024-08-23,30,Organising talks/conferences,Community,155,36,3,2024
2024-08-23,44,Reading groups,Community,155,36,3,2024
2024-08-23,60,Reading groups,Community,155,36,3,2024
2024-08-23,235,Reading,Research,155,36,3,2024
2024-08-23,76,Reading,Research,155,36,3,2024
2024-08-26,180,Rule structure generalisation,Research,156,36,3,2024
2024-08-26,200,Rule structure generalisation,Research,156,36,3,2024
2024-08-26,19,CLE admin,Admin,156,36,3,2024
2024-08-27,113,Rule structure generalisation,Research,156,36,3,2024
2024-08-27,141,Rule structure generalisation,Research,156,36,3,2024
2024-08-27,70,Thesis,Research,156,36,3,2024
2024-08-27,23,Rule generalisation,Research,156,36,3,2024
2024-08-28,206,Thesis,Research,156,36,3,2024
2024-08-29,200,Organising talks/conferences,Community,156,36,3,2024
2024-08-29,95,Supervision,Research,156,36,3,2024
2024-09-02,55,Rule structure generalisation,Research,157,37,4,2024
2024-09-02,175,Rule structure generalisation,Research,157,37,4,2024
2024-09-02,18,Rule structure generalisation,Research,157,37,4,2024
2024-09-02,34,CLE admin,Admin,157,37,4,2024
2024-09-03,235,Rule structure generalisation,Research,157,37,4,2024
2024-09-03,235,Rule structure generalisation,Research,157,37,4,2024
2024-09-04,480,Talks/conferences,Community,157,37,4,2024
2024-09-05,480,Talks/conferences,Community,157,37,4,2024
2024-09-06,480,Talks/conferences,Community,157,37,4,2024
2024-09-09,21,CLE admin,Admin,158,37,4,2024
2024-09-09,21,CLE admin,Admin,158,37,4,2024
2024-09-09,174,Rule generalisation,Research,158,37,4,2024
2024-09-09,181,Rule generalisation,Research,158,37,4,2024
2024-09-09,39,Rule generalisation,Research,158,37,4,2024
2024-09-10,46,Reading groups,Community,158,37,4,2024
2024-09-10,28,Tutoring + related duties,Teaching,158,37,4,2024
2024-09-10,203,Rule generalisation,Research,158,37,4,2024
2024-09-10,110,Rule generalisation,Research,158,37,4,2024
2024-09-11,90,Reading groups,Community,158,37,4,2024
2024-09-11,112,Rule generalisation,Research,158,37,4,2024
2024-09-12,160,Rule structure generalisation,Research,158,37,4,2024
2024-09-12,5,CLE admin,Admin,158,37,4,2024
2024-09-12,19,Stimuli commissions,Community,158,37,4,2024
2024-09-12,3,Rule generalisation,Research,158,37,4,2024
2024-09-12,223,Rule generalisation,Research,158,37,4,2024
2024-09-13,205,Rule structure generalisation,Research,158,37,4,2024
2024-09-13,150,Rule structure generalisation,Research,158,37,4,2024
2024-09-13,7,CLE admin,Admin,158,37,4,2024
